Servidor, Protocolo, Data_Hora_Ini, Data_Hora_End, Duracao
"vsrv16","SSTP","2016-12-27 22:31:00","2016-12-28 01:15:00",164
"vsrv11","SOFTETHER","2016-12-27 18:25:00","2016-12-28 01:20:00",415
"vsrv11","SOFTETHER","2016-12-28 01:20:00","2016-12-28 01:21:00",1
"vsrv11","SOFTETHER","2016-12-28 01:20:00","2016-12-28 01:21:00",1
"vsrv17","PPTP","2016-12-28 00:09:00","2016-12-28 01:27:00",78
"vsrv16","SSTP","2016-12-27 21:16:00","2016-12-28 01:29:00",253
"vsrv8","PPTP","2016-12-28 01:28:00","2016-12-28 01:30:00",2
"vsrv17","PPTP","2016-12-28 00:02:00","2016-12-28 01:44:00",102
"vsrv8","SSTP","2016-12-28 01:48:00","2016-12-28 01:52:00",4
"vsrv16","SSTP","2016-12-28 01:54:00","2016-12-28 01:55:00",1
"vsrv16","PPTP","2016-12-28 00:07:00","2016-12-28 01:57:00",110
"vsrv16","PPTP","2016-12-27 23:28:00","2016-12-28 02:03:00",155
"vsrv8","SSTP","2016-12-28 01:06:00","2016-12-28 02:06:00",60
"vsrv16","SSTP","2016-12-28 01:14:00","2016-12-28 02:51:00",97
"vsrv8","PPTP","2016-12-27 22:17:00","2016-12-28 03:11:00",294
"vsrv16","PPTP","2016-12-28 00:20:00","2016-12-28 03:11:00",171
"vsrv8","PPTP","2016-12-28 06:16:00","2016-12-28 07:02:00",46
"vsrv16","SSTP","2016-12-27 22:47:00","2016-12-28 07:07:00",500
"vsrv11","SOFTETHER","2016-12-28 08:46:00","2016-12-28 08:59:00",13
"vsrv11","SOFTETHER","2016-12-28 09:44:00","2016-12-28 09:46:00",2
"vsrv17","PPTP","2016-12-28 10:07:00","2016-12-28 10:08:00",1
"vsrv8","PPTP","2016-12-28 09:40:00","2016-12-28 10:17:00",37
"vsrv8","SSTP","2016-12-28 07:57:00","2016-12-28 10:21:00",144
"vsrv8","SSTP","2016-12-28 10:25:00","2016-12-28 10:26:00",1
"vsrv17","PPTP","2016-12-28 10:15:00","2016-12-28 10:31:00",16
"vsrv17","PPTP","2016-12-28 10:27:00","2016-12-28 10:45:00",18
"vsrv8","SSTP","2016-12-28 10:12:00","2016-12-28 10:51:00",39
"vsrv17","PPTP","2016-12-28 11:16:00","2016-12-28 11:16:00",0
"vsrv8","PPTP","2016-12-28 11:29:00","2016-12-28 11:29:00",0
"vsrv11","SOFTETHER","2016-12-28 10:57:00","2016-12-28 11:29:00",32
"vsrv11","SSTP","2016-12-28 10:21:00","2016-12-28 11:36:00",75
"vsrv17","PPTP","2016-12-28 11:33:00","2016-12-28 11:53:00",20
"vsrv16","PPTP","2016-12-28 11:54:00","2016-12-28 11:56:00",2
"vsrv8","SSTP","2016-12-28 11:01:00","2016-12-28 11:57:00",56
"vsrv8","PPTP","2016-12-28 12:02:00","2016-12-28 12:03:00",1
"vsrv8","PPTP","2016-12-28 12:03:00","2016-12-28 12:03:00",0
"vsrv16","PPTP","2016-12-28 12:03:00","2016-12-28 12:09:00",6
"vsrv8","PPTP","2016-12-28 11:37:00","2016-12-28 12:27:00",50
"vsrv17","PPTP","2016-12-28 12:42:00","2016-12-28 12:45:00",3
"vsrv17","PPTP","2016-12-28 12:47:00","2016-12-28 12:47:00",0
"vsrv8","PPTP","2016-12-28 11:38:00","2016-12-28 12:51:00",73
"vsrv17","PPTP","2016-12-28 12:53:00","2016-12-28 13:00:00",7
"vsrv17","SSTP","2016-12-28 09:21:00","2016-12-28 13:10:00",229
"vsrv16","PPTP","2016-12-28 12:51:00","2016-12-28 13:12:00",21
"vsrv17","SSTP","2016-12-28 11:58:00","2016-12-28 13:23:00",85
"vsrv16","SSTP","2016-12-28 11:59:00","2016-12-28 13:25:00",86
"vsrv8","PPTP","2016-12-28 12:23:00","2016-12-28 13:51:00",88
"vsrv16","SSTP","2016-12-28 13:34:00","2016-12-28 13:57:00",23
"vsrv17","PPTP","2016-12-28 13:31:00","2016-12-28 14:01:00",30
"vsrv17","SSTP","2016-12-28 12:43:00","2016-12-28 14:07:00",84
"vsrv8","PPTP","2016-12-28 14:20:00","2016-12-28 14:25:00",5
"vsrv8","PPTP","2016-12-28 10:37:00","2016-12-28 14:28:00",231
"vsrv17","OPENVPN_L2","2016-12-28 14:33:00","2016-12-28 14:33:00",0
"vsrv8","SSTP","2016-12-28 13:23:00","2016-12-28 14:35:00",72
"vsrv16","PPTP","2016-12-28 13:22:00","2016-12-28 14:37:00",75
"vsrv8","PPTP","2016-12-28 13:48:00","2016-12-28 14:45:00",57
"vsrv17","SSTP","2016-12-28 12:03:00","2016-12-28 14:52:00",169
"vsrv16","SSTP","2016-12-28 13:29:00","2016-12-28 14:59:00",90
"vsrv16","SSTP","2016-12-28 14:31:00","2016-12-28 15:12:00",41
"vsrv11","SOFTETHER","2016-12-28 14:40:00","2016-12-28 15:30:00",50
"vsrv17","PPTP","2016-12-28 15:36:00","2016-12-28 15:38:00",2
"vsrv17","PPTP","2016-12-28 13:56:00","2016-12-28 15:49:00",113
"vsrv16","SSTP","2016-12-28 14:49:00","2016-12-28 15:52:00",63
"vsrv8","SSTP","2016-12-28 15:33:00","2016-12-28 16:00:00",27
"vsrv16","PPTP","2016-12-28 16:00:00","2016-12-28 16:04:00",4
"vsrv11","SOFTETHER","2016-12-28 16:02:00","2016-12-28 16:05:00",3
"vsrv8","SSTP","2016-12-28 16:03:00","2016-12-28 16:16:00",13
"vsrv16","SSTP","2016-12-28 16:16:00","2016-12-28 16:17:00",1
"vsrv8","SSTP","2016-12-28 15:21:00","2016-12-28 16:20:00",59
"vsrv16","SSTP","2016-12-28 16:13:00","2016-12-28 16:26:00",13
"vsrv17","PPTP","2016-12-28 15:33:00","2016-12-28 16:30:00",57
"vsrv8","SSTP","2016-12-28 14:41:00","2016-12-28 16:43:00",122
"vsrv8","PPTP","2016-12-28 14:46:00","2016-12-28 16:46:00",120
"vsrv16","SSTP","2016-12-28 13:41:00","2016-12-28 16:49:00",188
"vsrv17","SSTP","2016-12-28 16:56:00","2016-12-28 16:56:00",0
"vsrv16","PPTP","2016-12-28 14:02:00","2016-12-28 16:57:00",175
"vsrv16","PPTP","2016-12-28 16:57:00","2016-12-28 16:58:00",1
"vsrv8","SSTP","2016-12-28 17:09:00","2016-12-28 17:09:00",0
"vsrv8","SSTP","2016-12-28 17:09:00","2016-12-28 17:12:00",3
"vsrv11","SOFTETHER","2016-12-28 17:15:00","2016-12-28 17:18:00",3
"vsrv16","SSTP","2016-12-28 15:17:00","2016-12-28 17:19:00",122
"vsrv17","SSTP","2016-12-28 17:12:00","2016-12-28 17:20:00",8
"vsrv16","SSTP","2016-12-28 17:21:00","2016-12-28 17:23:00",2
"vsrv11","SOFTETHER","2016-12-28 17:19:00","2016-12-28 17:26:00",7
"vsrv17","SSTP","2016-12-28 12:32:00","2016-12-28 17:33:00",301
"vsrv8","PPTP","2016-12-28 12:48:00","2016-12-28 17:34:00",286
"vsrv8","SSTP","2016-12-28 17:48:00","2016-12-28 17:48:00",0
"vsrv16","SSTP","2016-12-28 17:40:00","2016-12-28 17:53:00",13
"vsrv8","SSTP","2016-12-28 17:09:00","2016-12-28 17:59:00",50
"vsrv17","PPTP","2016-12-28 15:55:00","2016-12-28 18:02:00",127
"vsrv8","PPTP","2016-12-28 10:34:00","2016-12-28 18:04:00",450
"vsrv8","PPTP","2016-12-28 15:26:00","2016-12-28 18:08:00",162
"vsrv8","SSTP","2016-12-28 14:30:00","2016-12-28 18:19:00",229
"vsrv8","SSTP","2016-12-28 14:22:00","2016-12-28 18:19:00",237
"vsrv16","SSTP","2016-12-28 16:33:00","2016-12-28 18:21:00",108
"vsrv16","SSTP","2016-12-28 18:17:00","2016-12-28 18:21:00",4
"vsrv8","SSTP","2016-12-28 18:20:00","2016-12-28 18:24:00",4
"vsrv8","SSTP","2016-12-28 17:25:00","2016-12-28 18:25:00",60
"vsrv8","SSTP","2016-12-28 16:45:00","2016-12-28 18:25:00",100
"vsrv16","SSTP","2016-12-28 18:17:00","2016-12-28 18:32:00",15
"vsrv8","SSTP","2016-12-28 18:46:00","2016-12-28 18:46:00",0
"vsrv8","SSTP","2016-12-28 18:30:00","2016-12-28 18:48:00",18
"vsrv8","PPTP","2016-12-28 16:45:00","2016-12-28 18:48:00",123
"vsrv8","SSTP","2016-12-28 17:33:00","2016-12-28 18:54:00",81
"vsrv16","SSTP","2016-12-28 18:48:00","2016-12-28 18:54:00",6
"vsrv16","PPTP","2016-12-28 16:58:00","2016-12-28 18:55:00",117
"vsrv17","SSTP","2016-12-28 18:58:00","2016-12-28 18:58:00",0
"vsrv17","PPTP","2016-12-28 18:59:00","2016-12-28 18:59:00",0
"vsrv17","PPTP","2016-12-28 18:59:00","2016-12-28 18:59:00",0
"vsrv8","SSTP","2016-12-28 19:00:00","2016-12-28 19:00:00",0
"vsrv8","PPTP","2016-12-28 19:01:00","2016-12-28 19:01:00",0
"vsrv8","PPTP","2016-12-28 19:01:00","2016-12-28 19:01:00",0
"vsrv8","PPTP","2016-12-28 19:01:00","2016-12-28 19:01:00",0
"vsrv8","PPTP","2016-12-28 19:06:00","2016-12-28 19:06:00",0
"vsrv8","PPTP","2016-12-28 19:06:00","2016-12-28 19:06:00",0
"vsrv16","SSTP","2016-12-28 19:11:00","2016-12-28 19:11:00",0
"vsrv16","SSTP","2016-12-28 18:24:00","2016-12-28 19:12:00",48
"vsrv17","SSTP","2016-12-28 19:01:00","2016-12-28 19:13:00",12
"vsrv16","SSTP","2016-12-28 19:15:00","2016-12-28 19:15:00",0
"vsrv17","SSTP","2016-12-28 17:59:00","2016-12-28 19:18:00",79
"vsrv16","PPTP","2016-12-28 17:19:00","2016-12-28 19:21:00",122
"vsrv8","SSTP","2016-12-28 19:23:00","2016-12-28 19:23:00",0
"vsrv8","SSTP","2016-12-28 19:25:00","2016-12-28 19:25:00",0
"vsrv8","SSTP","2016-12-28 18:24:00","2016-12-28 19:27:00",63
"vsrv8","PPTP","2016-12-28 18:03:00","2016-12-28 19:37:00",94
"vsrv8","SSTP","2016-12-28 19:41:00","2016-12-28 19:41:00",0
"vsrv8","SSTP","2016-12-28 19:42:00","2016-12-28 19:42:00",0
"vsrv17","SSTP","2016-12-28 18:18:00","2016-12-28 19:49:00",91
"vsrv17","PPTP","2016-12-28 10:08:00","2016-12-28 19:53:00",585
"vsrv8","SSTP","2016-12-28 17:49:00","2016-12-28 19:57:00",128
"vsrv11","PPTP","2016-12-28 13:53:00","2016-12-28 19:58:00",365
"vsrv16","PPTP","2016-12-28 18:50:00","2016-12-28 20:04:00",74
"vsrv16","SSTP","2016-12-28 17:39:00","2016-12-28 20:09:00",150
"vsrv16","PPTP","2016-12-28 18:22:00","2016-12-28 20:11:00",109
"vsrv8","SSTP","2016-12-28 19:31:00","2016-12-28 20:18:00",47
"vsrv16","SSTP","2016-12-28 16:09:00","2016-12-28 20:25:00",256
"vsrv16","PPTP","2016-12-28 18:58:00","2016-12-28 20:29:00",91
"vsrv16","PPTP","2016-12-28 17:34:00","2016-12-28 20:34:00",180
"vsrv17","SSTP","2016-12-28 19:35:00","2016-12-28 20:42:00",67
"vsrv8","SSTP","2016-12-28 19:41:00","2016-12-28 20:48:00",67
"vsrv16","PPTP","2016-12-28 16:45:00","2016-12-28 20:49:00",244
"vsrv16","SSTP","2016-12-28 20:58:00","2016-12-28 21:01:00",3
"vsrv8","SSTP","2016-12-28 20:36:00","2016-12-28 21:14:00",38
"vsrv16","PPTP","2016-12-28 16:23:00","2016-12-28 21:18:00",295
"vsrv17","SSTP","2016-12-28 21:22:00","2016-12-28 21:23:00",1
"vsrv8","SSTP","2016-12-28 21:23:00","2016-12-28 21:24:00",1
"vsrv17","OPENVPN_L2","2016-12-28 20:32:00","2016-12-28 21:27:00",55
"vsrv16","SSTP","2016-12-28 21:25:00","2016-12-28 21:27:00",2
"vsrv8","SSTP","2016-12-28 21:27:00","2016-12-28 21:27:00",0
"vsrv17","PPTP","2016-12-28 21:17:00","2016-12-28 21:54:00",37
"vsrv8","SSTP","2016-12-28 21:46:00","2016-12-28 21:57:00",11
"vsrv16","OPENVPN_L2","2016-12-28 21:35:00","2016-12-28 22:02:00",27
"vsrv17","PPTP","2016-12-28 22:20:00","2016-12-28 22:24:00",4
"vsrv17","SSTP","2016-12-28 21:53:00","2016-12-28 22:37:00",44
"vsrv16","SSTP","2016-12-28 21:53:00","2016-12-28 22:46:00",53
"vsrv16","PPTP","2016-12-28 22:48:00","2016-12-28 22:49:00",1
"vsrv8","PPTP","2016-12-28 23:09:00","2016-12-28 23:12:00",3
"vsrv8","SSTP","2016-12-28 23:15:00","2016-12-28 23:16:00",1
"vsrv16","SSTP","2016-12-28 23:16:00","2016-12-28 23:16:00",0
"vsrv16","SSTP","2016-12-28 23:17:00","2016-12-28 23:19:00",2
"vsrv8","PPTP","2016-12-28 22:37:00","2016-12-28 23:32:00",55
"vsrv16","PPTP","2016-12-28 22:29:00","2016-12-28 23:38:00",69
"vsrv8","PPTP","2016-12-28 21:34:00","2016-12-28 23:43:00",129
"vsrv8","PPTP","2016-12-28 22:56:00","2016-12-28 23:44:00",48
"vsrv16","SSTP","2016-12-28 22:39:00","2016-12-28 23:46:00",67
"vsrv16","SSTP","2016-12-28 23:22:00","2016-12-28 23:54:00",32
"vsrv16","PPTP","2016-12-28 21:24:00","2016-12-29 00:01:00",157
"vsrv8","SSTP","2016-12-28 23:57:00","2016-12-29 00:02:00",5
"vsrv17","PPTP","2016-12-28 17:13:00","2016-12-29 00:04:00",411
"vsrv17","PPTP","2016-12-28 21:56:00","2016-12-29 00:04:00",128
"vsrv16","SSTP","2016-12-28 20:40:00","2016-12-29 00:07:00",207
"vsrv17","SSTP","2016-12-29 00:05:00","2016-12-29 00:11:00",6
"vsrv17","PPTP","2016-12-28 21:41:00","2016-12-29 00:16:00",155
"vsrv8","PPTP","2016-12-29 00:08:00","2016-12-29 00:17:00",9
"vsrv16","SSTP","2016-12-28 21:11:00","2016-12-29 00:18:00",187
"vsrv17","PPTP","2016-12-29 00:27:00","2016-12-29 00:27:00",0
"vsrv17","PPTP","2016-12-28 21:39:00","2016-12-29 00:37:00",178
"vsrv11","SOFTETHER","2016-12-28 12:36:00","2016-12-29 00:51:00",735
"vsrv17","SSTP","2016-12-29 00:03:00","2016-12-29 00:54:00",51
"vsrv8","SSTP","2016-12-28 21:36:00","2016-12-29 00:58:00",202
"vsrv17","PPTP","2016-12-28 23:51:00","2016-12-29 00:59:00",68
"vsrv8","SSTP","2016-12-29 00:48:00","2016-12-29 01:00:00",12
"vsrv17","PPTP","2016-12-28 22:08:00","2016-12-29 01:00:00",172
"vsrv8","PPTP","2016-12-28 17:05:00","2016-12-29 01:00:00",475
"vsrv16","SSTP","2016-12-29 01:15:00","2016-12-29 01:16:00",1
"vsrv17","SSTP","2016-12-29 01:18:00","2016-12-29 01:18:00",0
"vsrv16","SSTP","2016-12-29 01:19:00","2016-12-29 01:20:00",1
"vsrv8","SSTP","2016-12-29 01:21:00","2016-12-29 01:21:00",0
"vsrv8","SSTP","2016-12-29 01:22:00","2016-12-29 01:24:00",2
"vsrv17","SSTP","2016-12-28 14:03:00","2016-12-29 01:24:00",681
"vsrv17","SSTP","2016-12-29 01:26:00","2016-12-29 01:27:00",1
"vsrv8","PPTP","2016-12-28 16:33:00","2016-12-29 01:29:00",536
"vsrv8","PPTP","2016-12-29 01:27:00","2016-12-29 01:45:00",18
"vsrv17","PPTP","2016-12-29 01:59:00","2016-12-29 01:59:00",0
"vsrv16","PPTP","2016-12-29 02:01:00","2016-12-29 02:01:00",0
"vsrv16","PPTP","2016-12-29 02:01:00","2016-12-29 02:01:00",0
"vsrv16","PPTP","2016-12-29 01:45:00","2016-12-29 02:01:00",16
"vsrv17","SSTP","2016-12-29 01:18:00","2016-12-29 02:09:00",51
"vsrv8","SSTP","2016-12-28 22:16:00","2016-12-29 02:16:00",240
"vsrv8","PPTP","2016-12-29 00:07:00","2016-12-29 02:27:00",140
"vsrv16","PPTP","2016-12-28 17:47:00","2016-12-29 02:33:00",526
"vsrv11","PPTP","2016-12-29 01:37:00","2016-12-29 02:36:00",59
"vsrv17","PPTP","2016-12-28 21:26:00","2016-12-29 02:50:00",324
"vsrv17","PPTP","2016-12-29 03:12:00","2016-12-29 03:27:00",15
"vsrv16","PPTP","2016-12-29 02:29:00","2016-12-29 03:36:00",67
"vsrv16","PPTP","2016-12-29 01:30:00","2016-12-29 03:43:00",133
"vsrv16","SSTP","2016-12-28 23:39:00","2016-12-29 03:47:00",248
"vsrv8","PPTP","2016-12-29 03:45:00","2016-12-29 04:21:00",36
"vsrv17","SSTP","2016-12-28 19:50:00","2016-12-29 05:14:00",564
"vsrv17","SSTP","2016-12-29 05:31:00","2016-12-29 05:32:00",1
"vsrv16","PPTP","2016-12-29 00:49:00","2016-12-29 07:54:00",425
"vsrv11","SOFTETHER","2016-12-29 08:01:00","2016-12-29 08:03:00",2
"vsrv17","SSTP","2016-12-29 06:13:00","2016-12-29 08:25:00",132
"vsrv8","PPTP","2016-12-29 08:55:00","2016-12-29 09:02:00",7
"vsrv11","SOFTETHER","2016-12-29 08:55:00","2016-12-29 09:55:00",60
"vsrv8","PPTP","2016-12-29 09:59:00","2016-12-29 10:01:00",2
"vsrv16","PPTP","2016-12-29 10:02:00","2016-12-29 10:03:00",1
"vsrv16","PPTP","2016-12-29 09:40:00","2016-12-29 10:08:00",28
"vsrv8","SSTP","2016-12-29 10:04:00","2016-12-29 10:45:00",41
"vsrv11","PPTP","2016-12-29 11:09:00","2016-12-29 11:09:00",0
"vsrv11","PPTP","2016-12-29 11:09:00","2016-12-29 11:12:00",3
"vsrv11","PPTP","2016-12-29 11:12:00","2016-12-29 11:12:00",0
"vsrv11","SOFTETHER","2016-12-29 08:34:00","2016-12-29 11:21:00",167
"vsrv11","SSTP","2016-12-29 10:18:00","2016-12-29 11:30:00",72
"vsrv16","PPTP","2016-12-29 11:52:00","2016-12-29 11:55:00",3
"vsrv8","PPTP","2016-12-29 10:02:00","2016-12-29 12:00:00",118
"vsrv17","PPTP","2016-12-29 12:00:00","2016-12-29 12:00:00",0
"vsrv16","OPENVPN_L2","2016-12-29 12:06:00","2016-12-29 12:09:00",3
"vsrv8","SSTP","2016-12-29 10:10:00","2016-12-29 12:12:00",122
"vsrv8","PPTP","2016-12-29 10:14:00","2016-12-29 12:20:00",126
"vsrv8","PPTP","2016-12-29 10:51:00","2016-12-29 12:36:00",105
"vsrv17","PPTP","2016-12-29 12:38:00","2016-12-29 12:41:00",3
"vsrv16","SSTP","2016-12-29 09:31:00","2016-12-29 12:44:00",193
"vsrv16","SSTP","2016-12-29 12:06:00","2016-12-29 12:47:00",41
"vsrv8","PPTP","2016-12-29 11:46:00","2016-12-29 12:50:00",64
"vsrv11","SOFTETHER","2016-12-29 12:57:00","2016-12-29 12:58:00",1
"vsrv16","SSTP","2016-12-29 09:57:00","2016-12-29 13:06:00",189
"vsrv8","PPTP","2016-12-29 09:51:00","2016-12-29 13:07:00",196
"vsrv17","PPTP","2016-12-29 13:05:00","2016-12-29 13:18:00",13
"vsrv8","SSTP","2016-12-29 12:44:00","2016-12-29 13:36:00",52
"vsrv8","OPENVPN_L2","2016-12-29 11:42:00","2016-12-29 13:55:00",133
"vsrv8","PPTP","2016-12-29 14:10:00","2016-12-29 14:12:00",2
"vsrv17","SSTP","2016-12-29 13:34:00","2016-12-29 14:19:00",45
"vsrv17","PPTP","2016-12-29 13:43:00","2016-12-29 14:25:00",42
"vsrv11","SOFTETHER","2016-12-29 14:25:00","2016-12-29 14:29:00",4
"vsrv8","PPTP","2016-12-29 12:23:00","2016-12-29 14:37:00",134
"vsrv16","PPTP","2016-12-29 12:55:00","2016-12-29 15:03:00",128
"vsrv17","SSTP","2016-12-29 13:36:00","2016-12-29 15:05:00",89
"vsrv17","SSTP","2016-12-29 15:00:00","2016-12-29 15:12:00",12
"vsrv17","PPTP","2016-12-29 15:15:00","2016-12-29 15:20:00",5
"vsrv16","SSTP","2016-12-29 14:43:00","2016-12-29 15:20:00",37
"vsrv16","PPTP","2016-12-29 13:39:00","2016-12-29 15:28:00",109
"vsrv16","PPTP","2016-12-29 15:36:00","2016-12-29 15:36:00",0
"vsrv8","SSTP","2016-12-29 11:52:00","2016-12-29 15:38:00",226
"vsrv17","PPTP","2016-12-29 15:39:00","2016-12-29 15:39:00",0
"vsrv8","OPENVPN_L2","2016-12-29 15:07:00","2016-12-29 15:44:00",37
"vsrv8","SSTP","2016-12-29 15:25:00","2016-12-29 15:52:00",27
"vsrv16","SSTP","2016-12-29 15:45:00","2016-12-29 15:52:00",7
"vsrv17","SSTP","2016-12-29 15:20:00","2016-12-29 15:56:00",36
"vsrv17","SSTP","2016-12-29 09:20:00","2016-12-29 15:58:00",398
"vsrv8","OPENVPN_L2","2016-12-29 15:46:00","2016-12-29 15:58:00",12
"vsrv17","SSTP","2016-12-29 15:12:00","2016-12-29 16:00:00",48
"vsrv17","PPTP","2016-12-29 14:38:00","2016-12-29 16:00:00",82
"vsrv17","SSTP","2016-12-29 15:52:00","2016-12-29 16:02:00",10
"vsrv16","PPTP","2016-12-29 12:44:00","2016-12-29 16:03:00",199
"vsrv17","PPTP","2016-12-29 15:13:00","2016-12-29 16:04:00",51
"vsrv16","PPTP","2016-12-29 15:04:00","2016-12-29 16:18:00",74
"vsrv17","PPTP","2016-12-29 15:23:00","2016-12-29 16:19:00",56
"vsrv8","SSTP","2016-12-29 15:54:00","2016-12-29 16:23:00",29
"vsrv17","PPTP","2016-12-29 15:21:00","2016-12-29 16:30:00",69
"vsrv16","PPTP","2016-12-29 15:19:00","2016-12-29 16:31:00",72
"vsrv8","PPTP","2016-12-29 15:53:00","2016-12-29 16:33:00",40
"vsrv17","OPENVPN_L2","2016-12-29 15:42:00","2016-12-29 16:38:00",56
"vsrv17","SSTP","2016-12-29 16:04:00","2016-12-29 16:39:00",35
"vsrv16","OPENVPN_L2","2016-12-29 16:41:00","2016-12-29 16:42:00",1
"vsrv8","PPTP","2016-12-29 16:44:00","2016-12-29 16:44:00",0
"vsrv17","PPTP","2016-12-29 15:44:00","2016-12-29 16:50:00",66
"vsrv16","SSTP","2016-12-29 16:49:00","2016-12-29 16:51:00",2
"vsrv8","PPTP","2016-12-29 16:51:00","2016-12-29 16:52:00",1
"vsrv16","SSTP","2016-12-29 16:22:00","2016-12-29 16:53:00",31
"vsrv16","PPTP","2016-12-29 16:52:00","2016-12-29 16:53:00",1
"vsrv16","PPTP","2016-12-29 12:18:00","2016-12-29 16:53:00",275
"vsrv8","PPTP","2016-12-29 17:00:00","2016-12-29 17:01:00",1
"vsrv8","PPTP","2016-12-29 14:48:00","2016-12-29 17:08:00",140
"vsrv17","PPTP","2016-12-29 15:24:00","2016-12-29 17:13:00",109
"vsrv16","SSTP","2016-12-29 15:09:00","2016-12-29 17:13:00",124
"vsrv17","PPTP","2016-12-29 15:18:00","2016-12-29 17:14:00",116
"vsrv8","SSTP","2016-12-29 17:18:00","2016-12-29 17:20:00",2
"vsrv17","OPENVPN_L2","2016-12-29 16:28:00","2016-12-29 17:29:00",61
"vsrv11","SOFTETHER","2016-12-29 12:44:00","2016-12-29 17:29:00",285
"vsrv16","SSTP","2016-12-29 12:53:00","2016-12-29 17:43:00",290
"vsrv8","OPENVPN_L2","2016-12-29 16:45:00","2016-12-29 17:47:00",62
"vsrv8","PPTP","2016-12-29 16:46:00","2016-12-29 17:50:00",64
"vsrv17","PPTP","2016-12-29 16:27:00","2016-12-29 17:56:00",89
"vsrv17","SSTP","2016-12-29 17:32:00","2016-12-29 18:01:00",29
"vsrv8","SSTP","2016-12-29 18:01:00","2016-12-29 18:03:00",2
"vsrv16","OPENVPN_L2","2016-12-29 18:04:00","2016-12-29 18:04:00",0
"vsrv8","SSTP","2016-12-29 18:04:00","2016-12-29 18:05:00",1
"vsrv8","PPTP","2016-12-29 17:51:00","2016-12-29 18:11:00",20
"vsrv17","PPTP","2016-12-29 18:13:00","2016-12-29 18:19:00",6
"vsrv16","SSTP","2016-12-29 15:40:00","2016-12-29 18:21:00",161
"vsrv8","SSTP","2016-12-29 17:40:00","2016-12-29 18:35:00",55
"vsrv11","SOFTETHER","2016-12-29 18:31:00","2016-12-29 18:39:00",8
"vsrv16","PPTP","2016-12-29 18:11:00","2016-12-29 18:40:00",29
"vsrv17","PPTP","2016-12-29 16:05:00","2016-12-29 18:58:00",173
"vsrv16","OPENVPN_L2","2016-12-29 18:27:00","2016-12-29 19:01:00",34
"vsrv17","PPTP","2016-12-29 14:39:00","2016-12-29 19:01:00",262
"vsrv16","PPTP","2016-12-29 18:01:00","2016-12-29 19:05:00",64
"vsrv16","SSTP","2016-12-29 11:06:00","2016-12-29 19:14:00",488
"vsrv16","PPTP","2016-12-29 18:07:00","2016-12-29 19:15:00",68
"vsrv8","PPTP","2016-12-29 17:51:00","2016-12-29 19:15:00",84
"vsrv8","SSTP","2016-12-29 15:16:00","2016-12-29 19:17:00",241
"vsrv16","PPTP","2016-12-29 10:04:00","2016-12-29 19:17:00",553
"vsrv17","OPENVPN_L2","2016-12-29 19:03:00","2016-12-29 19:18:00",15
"vsrv16","PPTP","2016-12-29 18:48:00","2016-12-29 19:28:00",40
"vsrv8","PPTP","2016-12-29 19:22:00","2016-12-29 19:32:00",10
"vsrv11","SSTP","2016-12-29 19:13:00","2016-12-29 19:34:00",21
"vsrv16","SSTP","2016-12-29 17:56:00","2016-12-29 19:41:00",105
"vsrv16","SSTP","2016-12-29 18:05:00","2016-12-29 19:52:00",107
"vsrv16","PPTP","2016-12-29 19:54:00","2016-12-29 19:54:00",0
"vsrv11","SSTP","2016-12-29 19:42:00","2016-12-29 19:55:00",13
"vsrv8","OPENVPN_L2","2016-12-29 19:29:00","2016-12-29 19:58:00",29
"vsrv8","PPTP","2016-12-29 16:54:00","2016-12-29 20:04:00",190
"vsrv17","SSTP","2016-12-29 16:42:00","2016-12-29 20:06:00",204
"vsrv8","SSTP","2016-12-29 11:57:00","2016-12-29 20:07:00",490
"vsrv8","PPTP","2016-12-29 16:43:00","2016-12-29 20:10:00",207
"vsrv16","SSTP","2016-12-29 19:01:00","2016-12-29 20:12:00",71
"vsrv11","PPTP","2016-12-29 19:34:00","2016-12-29 20:14:00",40
"vsrv16","PPTP","2016-12-29 18:49:00","2016-12-29 20:14:00",85
"vsrv16","PPTP","2016-12-28 17:14:00","2016-12-29 20:15:00",1621
"vsrv8","PPTP","2016-12-29 18:47:00","2016-12-29 20:16:00",89
"vsrv8","OPENVPN_L2","2016-12-29 19:58:00","2016-12-29 20:19:00",21
"vsrv16","PPTP","2016-12-29 20:00:00","2016-12-29 20:26:00",26
"vsrv16","OPENVPN_L2","2016-12-29 20:20:00","2016-12-29 20:39:00",19
"vsrv16","PPTP","2016-12-29 18:45:00","2016-12-29 20:40:00",115
"vsrv8","PPTP","2016-12-29 20:16:00","2016-12-29 20:40:00",24
"vsrv16","PPTP","2016-12-29 17:52:00","2016-12-29 20:44:00",172
"vsrv17","SSTP","2016-12-29 20:17:00","2016-12-29 21:05:00",48
"vsrv17","SSTP","2016-12-29 16:56:00","2016-12-29 21:12:00",256
"vsrv17","SSTP","2016-12-29 20:45:00","2016-12-29 21:13:00",28
"vsrv16","PPTP","2016-12-29 21:12:00","2016-12-29 21:17:00",5
"vsrv8","PPTP","2016-12-29 21:15:00","2016-12-29 21:25:00",10
"vsrv17","SSTP","2016-12-29 19:19:00","2016-12-29 21:31:00",132
"vsrv8","PPTP","2016-12-29 21:25:00","2016-12-29 21:31:00",6
"vsrv17","PPTP","2016-12-29 21:29:00","2016-12-29 21:31:00",2
